,cleansed_text,created_at,class,is_unuseful,pred
616,Jutisha - Would you like for Tate to contact you via phone as he stated earlier?,2018-10-16 16:30:53.000000 UTC,chat,False,False
481,"The replacement approver was to be Brett Odgers when Gunzenhauser left.

jj



































































































































Jill January
Tax Accountant | TenCate Geosynthetics Americas 

A 365 S. Holland Drive, Pendergrass, GA 30567
A United States
P 706-693-1705 
E j.january@tencategeo.com
W www.tencategeo.us",2020-01-20 21:35:41.000000 UTC,chat,False,False
371,"Recording URL: Call Disposition: GeneralWrongDivvyL1 | TTA: 10.595 | Talk Time: 841 | Agent: External Phone Number | Notes: Divvy bikes

Sincerely yours,
Talkdesk

© 2021 Talkdesk, Inc, All Rights Reserved",2021-06-15 15:19:56.000000 UTC,chat,False,False
645,"I agree! Currently, all your chats are being rerouted to me so I can stay up to date. Ill will stay with you till this gets resolved.",2022-04-13 16:21:26.000000 UTC,chat,False,False
816,"Note – There is nothing I can do if the parking machine does not spit out a receipt.  On the fuel one, the pump did not and the clerk was just incompetent and could not reprint one.

Jim Lynes
Managing Director – Central Valley
Office (559) 436-2708  // Cell (559) 770-8354
Email:",2017-05-03 18:56:41.000000 UTC,chat,False,False
12,"Hi Shelley,




Thank you for contacting Pura Customer Care! My name is Chloe and I will be helping you out today!




I read over the email you sent in, thank you for reaching out regarding your schedules. Have you been added to our beta feature for the schedules?




Chloe 

Pura Customer Care",2022-06-29 15:05:05.401000 UTC,chat,False,False
189,"Hello Lisa,

Me again, still have questions about the expense reports transferring to QB.

I have just approved William Everhart's July expense report, closed the batch, sent the data, updated the ""Concur Connect"" in QB, but I am still not seeing any of Will's expenses in the Amex expenses, the Chase expenses are in QB. The information from Payment Manager says that $2,994.89 has been sent, but Will's expense report for July was $6,129.88, the Amex expenses of $3,131.99 are missing.

Thanks,

Jenell


Jenell Archer

Office Manager



Harness Energy

201 Murray Street

PO Box 603

Niwot, CO 80544





o:  +1 (720) 593-9174, x809

d: +1 (720) 706-0670

f:   +1 (720) 358-0764

e: 

w: 



to upload files",2021-11-02 17:55:46.000000 UTC,chat,False,False
813,"This could be a duplicate conversation.

This user has 1 other conversation(s) with activity in the last 10 hours:",2022-02-16 02:17:21.000000 UTC,chat,True,False
912,So sorry about that! And this is after your iCloud has changed?,2021-12-28 11:11:09.674000 UTC,ticket,False,False
459,"Sounds great and thank you so much. Once you are done please let me know right here and I will get it back to print, there is no rush! Enjoy your dinner.",2022-05-21 20:03:18.755000 UTC,ticket,False,False
892,"I have not received my Divvy credit card. It was supposed to be federal expressed early last week and still has no arrived. Thanks, Tiffany",2022-01-26 13:55:16.000000 UTC,chat,False,False
398,"Hi E,




Thanks for contacting Pura Customer Care. My name is Nicole and I'll be helping you out today!




I'm so sorry to hear that you are missing some items from your order, I'm happy to help you find or replace these fragrances.




The fragrances you ordered should be found on the right side of the device box. Each box holds up to 4 fragrances, often times fragrances are packaged underneath each other. Especially under the white flap, there is a tab you can use to pull this flap out (please see attached diagram).




Can I have you send me a picture of everything taken out of the right side of each box?




﻿If the fragrances are not hiding under the flap or each other, then we can go ahead and move forward with the replacements ASAP.




Thanks!




Nicole 

Pura Customer Care",2022-07-29 13:58:39.946000 UTC,chat,False,False
276,"This request was closed and merged into request #427503 ""Re: Congratulations! Your Loan H..."".",2022-02-04 10:27:42.000000 UTC,ticket,True,False
942,"hi, I'm still getting blocked from HBX",2022-08-05 22:58:26.000000 UTC,chat,False,False
350,I will let Candace speak to whether the login issues have improved since moving to Okta.,2019-07-29 14:38:15.000000 UTC,chat,False,False
156,"Forgot to include the user name.  Shawnea Posey is trying to make the updates.  She said she has updated profiles before with no problem.<BR>
<BR>
Kathy  Melsheimer <BR>
Accountant<BR>
<BR>
Direct: 636-534-4777 <BR>
Fax: 314-813-2503 <BR>


<BR>
-----Original Message-----<BR>",2016-06-23 17:16:01.000000 UTC,chat,False,False
420,"Is this for ?

Since he is the only one listed, I would like to get confirmation from someone other than himself.",2020-03-24 17:18:02.000000 UTC,chat,False,False
794,I see what you're saying! Let me have our finance team check into that.,2021-04-19 15:32:15.000000 UTC,chat,False,False
321,"Hi Maun! My name is Jennifer and I am happy to help! I took a look at your account, and am not seeing any Subscriptions under the email maun_@msn.com. Do you happen to have another email address used to set up your Chatbooks account?   I look forward to hearing from you!  -Jennifer",2022-09-06 20:30:52.047000 UTC,ticket,False,False
204,"Hey Staci,


Thanks for reaching out. I can definitely help out with this!


Would you be able to confirm what all was returned? I pulled up the order and it looks like it has just one of the fragrances listed as being returned. Was it just the one fragrance that was sent back or the full order?


Thanks!


Nate
Pura Customer Support",2021-11-12 19:39:02.270000 UTC,chat,False,False
418,"Ref the rejection below. Can you please advise what expense type I need to claim the $9.32 against. I have tried several and it keeps getting rejected. It is a Hotel Booking fee charged by Hogg Robinson in Australia so would have thought it is either claimed under Hotel or Miscellaneous. This is the third rejection so please advise which is the correct expense type to be claimed.



Kind Regards



Peter Hewitt

Customer Manager



Asia Pacific Customer Team

Rolls-Royce Australia Services

Suite 805, Level 8, Central Terrace Building

10 Arrivals Court, Sydney International Airport

Sydney, NSW, 2020, Australia

Ph: +61 (02) 9304 4036

Mob: +61 (0)418 291813

Email: peter.hewitt@rolls-royce.com



Out of Hours Duty Phone: +61 (02) 96935839",2018-08-06 01:48:28.000000 UTC,chat,False,False
938,"Unfortunately, I'm not seeing any record of an attempted transaction for today with this merchant on our end. When this happens, it means it is a straight merchant decline .
﻿
﻿What this means is that we are approving it on our end and pushing it over to the merchant to charge and their system is declining it . It could be due to their POS system if you are running it through the web.
﻿
﻿ Something you can try now:
﻿- and create one for this online transaction!
﻿
﻿-If you have the same result, we recommend reaching out to the merchant directly to see if they can process it via phone instead!",2022-08-05 23:05:15.000000 UTC,chat,False,False
397,"Oh good! I am happy you found them!




I hope you enjoy your day!




Nicole 

Pura Customer Care",2022-07-29 14:56:14.588000 UTC,chat,False,False
554,The way in which students can manipulate future grades and see how each new exam result  would improve their overall grades,2022-02-01 12:30:35.000000 UTC,chat,False,False
81,"Thank you, let me check what can be done here.",2021-08-25 22:15:21.000000 UTC,chat,False,False
329,"Okay, one moment while I try to look into this for you. Thank you for your patience!",2022-01-18 09:59:08.851000 UTC,ticket,False,False
891,Guess what...I just checked the mailbox and it was in there! I've never seen fed ex do that...problem solved :),2022-01-26 14:05:34.000000 UTC,chat,False,False
461,"I am so sorry for any confusion, would you like to edit for a reprint?",2022-05-21 19:55:22.278000 UTC,ticket,False,False
708,"@media only screen and (max-device-width: 480px) { html { -webkit-text-size-adjust: 100%; } table.container { width: 100% !important; } .hidden-for-mobile { display: none !important; } .callToAction, .callToAction td, .footer { font-size: 12px !important; } .button .text { font-size: 12px !important; } .defaultIndentation { width: 10 !important; } .text { font-size: 12px !important; } a.button { width: 96 !important; } a.buttonWide { width: 118 !important; } a.buttonAuto { padding-left:1em !important; padding-right:1em !important;} a.button, a.buttonWide, a.buttonAuto { height: 23 !important; line-height: 23px !important; border-radius: 4px !important; -webkit-border-radius: 4px !important; -moz-border-radius: 4px !important; } td.buttonWrapper { width: 98 !important; height: 23 !important; } img { display: inline !important; } .circle { border-radius: 50%; clip-path: circle(50px at center); } .square { border-radius: 10%; clip-path: circle(10px at center); } } @media only screen and (min-device-width: 600px) { table.container { width: 600px !important; } } @media screen { @font-face { font-family: 'Salesforce Sans'; font-style: normal; src: local('Salesforce Sans'), local('SalesforceSans'), url(https://na26.salesforce.com/fonts/SalesforceSans/SalesforceSans-Regular.woff) format('woff'); } } a, a:visited { color: #015BA7; text-decoration:none; } img { display: block;  } .preheader { display: none !important; } @Field Services Support  #Bmi Help Needed  @Jon Scher Can you please add CBS 12 month promo to quote and reapprove?  Discounts have already been approved however, the promo was not selected in the initial quote.  If I clone and add the promo, it forces new approval routing all the way through CFO again.  Please advise. Thanks!





[if (gte mso 9)|(IE)]> <table style=""border-collapse: collapse; mso-table-lspace: 0px; mso-table-rspace: 0px; padding-left: 0; padding-right: 0; padding-top: 0; padding-bottom: 0; margin-left: 0; margin-right: 0; margin-top: 0; margin-bottom: 0; background-color: #F2F2F2;"" width=""600px"" cellpadding=""0"" cellspacing=""0"" border=""0"" align=""center"" bgcolor=""#F2F2F2""> <tbody> <tr> <td> <![endif] 

Start Body 





— 







Can you please add CBS 12 month promo to quote and reapprove?  Discounts have already been approved however, the promo was not selected in the initial quote.  If I clone and add the promo, it forces new approval routing all the way through CFO again.  Please advise. Thanks!





[if mso]> <v:roundrect xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:w=""urn:schemas-microsoft-com:office:word"" style=""height:28px v-text-anchor: middle; width:114"" strokecolor=""#137CBD"" arcsize=""7%"" fill=""t""> <v:fill angle=""180"" type=""gradient"" color=""#137CBD"" color2=""#137CBD""/> <w:anchorlock/> <center style=""color: #FFFFFF; font-family: 'Salesforce Sans', 'Helevetica Neue', Helvetica, Arial, 'Sans Serif';; font-size:13px;font-weight:normal;""><a href=""https://na26.salesforce.com/0D5320000359NNy?fromEmail=1&s1oid=00D600000007Dq3&s1nid=000000000000000&s1uid=005600000011LqS&s1ext=0&emkind=chatterPostNotification&emtm=1447166040751&OpenCommentForEdit=1"" style=""text-decoration: none; color: #FFFFFF;"" target=""_blank""><span style=""white-space: nowrap;"">View/Comment</span></a></center> </v:roundrect> <![endif] 
or reply to this email













End Body Start Footer 

You're receiving Field Services Support emails.



To change or turn off Chatter email, as content.revenueoperations@concur.com.



salesforce.com, inc. The Landmark @ One Market, Suite 300 San Francisco, CA 94105









End Footer 


[if (gte mso 9)|(IE)]> </td> </tr> </tbody> </table> <![endif]",2015-11-10 14:34:09.000000 UTC,chat,False,False
42,"Thank you Alexandra! These steps worked!

Alexi Crooker

BARKLEY | Accounting Manager

1740 Main Street, Kansas City, MO 64108


mobile : 
office phone :",2017-06-22 13:01:44.000000 UTC,chat,False,False
940,"Our team let us know that your card is good to go! Thanks for taking the time to contact Divvy today, Casey! We appreciate you as a Divvy customer :)
﻿
﻿If you weren't already aware, Divvy is actively working to improve our product and we release updates regularly! Please feel free to use to stay up to date on our new releases :)

Once I close our conversation today, you will receive an opportunity to rate our interaction . The highest rating available will be ��



We appreciate your honest feedback! Thanks again and have a great rest of your day! :)
﻿",2022-08-05 22:54:08.000000 UTC,chat,False,False
136,"Want to cancel and a refund 
Want to cancel and refund
 
 category: Help with my Pura device",2022-01-22 04:25:56.944000 UTC,chat,False,False
593,"Hi, we would like to use our Agency Config ALTOUR TT3G , the GDS is Sabre.  Thank you, Kristina



ALTOUR

Kristina Dunn

Altour Technical Development

T 231.486.2119

F 231.486.2616

Email: kristina.dunn@altour.com

www.altour.com",2016-09-27 18:50:53.000000 UTC,chat,False,False
413,Thank you! How do I create a penny test?,2019-06-17 13:47:27.000000 UTC,chat,False,False
485,"Hello,



Where do I find the Missing Receipt Affidavit?



Thanks,



Kayla Myers Senior Manager

Theatrical Domestic Trailer Distribution

Deluxe Technicolor Digital Cinemas

Deluxe Entertainment Services Group |  Burbank, CA

o: 818.260.4673  |  m: 661.231.5617

| • •",2018-10-22 18:57:28.000000 UTC,chat,False,False
730,"Hello Anna,

Thank you for your patience.  I went into Calen Soco's user profile as a proxy and reviewed the Approval Flow in her February Expenses report. The Manager Approval field defaults by system design to search approver names by last name first.  In your attached screenshot, she typed her manager's name in as 'Scott Totman' instead of 'Totman, Scott,' which caused the error message to fire because the system did not recognize 'Scott' as a manager last name.

Simply typing in 'Totman' will allow the system to search for the manager and will return the manager's name in the search results, so it can be selected and saved to the workflow before report submission.

I've attached a Word document outlining with screenshots the steps I took to review the report's Approval Flow.  Scott Totman's name is now saved in the Manager Approval field, so Calen can now submit the report.

If you have questions or concern, please reply back to this email to let me know.

Thank you,

Jaclyn Schultz
Sr. Coach, Service Delivery | concur_coachingbench@sap.com | 1-844-849-0886





ref:00D607Dq3.5000e1hjrFo:ref",2020-03-05 14:35:03.000000 UTC,chat,False,False
791,"Hi Justin,



Thanks so much for contacting Divvy Customer Support! My name is Kira! I’m looking forward to helping you out today. Let me check on the current request.",2021-04-12 16:07:05.000000 UTC,chat,False,False
635,I totally understand! I will bring this up to our team to take a look at and see if we can get this fixed right away!,2022-02-15 07:17:35.794000 UTC,ticket,False,False
266,"Hi Chris.  Melissa Doubleday is assigned to the Saudi and Polish implementations. Regards, Christine

ref:00D607Dq3.5000e1PkV2t:ref",2018-11-02 11:19:40.000000 UTC,chat,False,False
687,What could we have done to improve your experience with {{ custom.fragrance_name }}?,2021-12-20 14:52:46.000000 UTC,chat,False,False
823,"Hello Team ,

If you have seen Uber invoices , Uber doesn't give PDF invoices and I'm unable to screenshot the whole invoice. Please let me know what else can be done here. I tried to screenshot the max I could. The invoice came as a mail.

Regards
Ria Singh
Uber India",2019-12-11 01:37:40.000000 UTC,chat,False,False
542,"It would be great to have it in place first thing



Thank you",2021-01-19 23:37:18.000000 UTC,chat,False,False
195,It’s saying it didn’t take my payment from last check and it’s never been an issue,2019-08-14 00:13:22.000000 UTC,chat,False,False
227,I found my decline reason,2022-02-08 23:06:11.000000 UTC,chat,False,False
787,"Hi Carlene,

Thanks for reaching out!

Repayment for your advance is deducted directly from your pay check.

Your advance from 08/29 is scheduled to be withdrawn from your 09/13 pay.

Please let us know if you have any further questions or concerns!",2019-09-10 15:06:31.000000 UTC,chat,False,True
718,"Hi Concur Team and Zack 


Here is the explanation as to data not posting to QuickBooks and the resolution.



Pivot requires that all transactions have a “Custom 02 – Employee Group” value populated, including at the Itemization and/or Allocation level in all cases. This value is a key factor for Pivot to bring the data through, as it advises which QuickBooks Company File and configuration to route the report to.



In cases it is available for all transactions in the report, Pivot is posting the data into QuickBooks successfully. We have checked that. In cases it IS NOT populated for all lines in the report, the data is not available to post into QuickBooks.



To resolve this, the Concur team needs to update the Concur configuration so that the Custom 02 – Employee Group value populates for all transactions and copies down to the Allocation Level. Pivot does not provide configuration services for Concur products.



Here are screenshots of the reported errors to explain and then under, the explanation provided the last time we saw this issue.



Example 1 - The expenses highlighted are missing the Custom 02-Employee Group value, thus causing the report to fail to come through to Pivot. In reviewing this report, it appears available for all lines with the exception of the Allocations/Itemizations







Example 2 - The expenses highlighted are missing the Custom 02-Employee Group value, thus causing the report to fail to come through to Pivot. In reviewing this report, it appears available for all lines with the exception of the Allocations/Itemizations









Previous email from Pivot on this issue.",2021-08-24 20:13:31.000000 UTC,chat,False,False
650,"Case #: 07264423



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://na26.salesforce.com/5003200000vPnWQ



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2015-12-10 19:28:35.000000 UTC,chat,True,True
457,"Classification: For internal use only

Hi there 

I have had this expense refused. I purchased an iPad (249GPB) on my personal credit card which was used as a client prize for the Inflation Conference on Monday, 13 October at Winchester House. I had to buy this in person on the weekend before the conference at Currys Digital as the original purchase on team credit card via amazon was cancelled as the item was not going to arrive in time. 

Please can you confirm you will accept the expense when I resubmit my expenses. 

I have copied my line manager Anna Buset in. 

Kind regards,
Jessica Garland",2014-10-29 11:00:25.000000 UTC,chat,False,False
624,hello its funny how nobody responded back when i said i hope yall dont plan to take my whole check if its not enough to cover my repayment cause i still have bills to pay,2018-10-14 20:28:14.000000 UTC,chat,False,False
727,I think there might be one in the training folder already as well :),2020-11-06 15:15:32.000000 UTC,chat,False,False
30,I am all set at this time.  Thanks for following up.,2018-06-08 14:37:43.000000 UTC,chat,False,False
571,Please how do complete my verification,2022-03-15 15:07:14.000000 UTC,ticket,False,False
665,"I am out of the office for the rest of the day and will respond to emails upon my return on Friday, 12/03/21.



Thank you,



Daisy Yang

Accts Payable Processor-Int • Finance & Supply Chain Shared Services • Allina Health Commons

Phone: (612) 262-0757



Mail Route 10801 • 2925 Chicago Avenue • Minneapolis, MN 55440-0043



If you have any Accounts Payable (AP) invoice payment related questions or status inquiry, please call SCM Shared Service Customer Service team at 612-262-4704 or send an e-mail to . Internal Allina Health employees may also submit a ticket through Service Central, .



Notice: Allina Health will be transitioning from Lawson to Workday effective 1/1/21.

[if !supportLists] · [endif] Message to Allina Employees: Please refer to the for training information and job aids that will prepare you for upcoming changes including information on how to submit requisitions for goods and services, details on the new approval routing process, and information on how to approve and submit invoices. 



[if !supportLists] · [endif] Message to our Suppliers: Our checks and remittance information and our Purchase Orders (POs) will look slightly different.  The last date a PO will be created out of Lawson is 12/31/20 and the first date a PO will be created out of Workday will be 1/4/21. If you receive POs via email, you will begin to receive them from effective 1/4/21.  While we can still receive invoices at our PO Box 1583, we are encouraging our Supplier to submit invoices to – please ensure they are each singular attachments and have either a PO on them OR a Cost Center and Spend Category. We value each of you and thank you in advance for your understanding, patience and cooperation during this time of transition.



This message contains information that is confidential and may be privileged. Unless you are the addressee (or authorized to receive for the addressee), you may not use, copy or disclose to anyone the message or any information contained in the message. If you have received the message in error, please advise the sender by reply e-mail and delete the message.",2021-12-02 21:51:59.000000 UTC,chat,True,True
537,"No problem.

Thank you for being apart of Pura and have a wonderful day.




Cache 

Pura Customer Care",2022-03-11 13:24:46.945000 UTC,chat,True,False
470,"Case #: 11516880



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://sapconcur.my.salesforce.com/5000e00001JHIRN



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2018-03-14 12:40:34.000000 UTC,chat,True,True
419,"Thank you for your patience, Patrick! Your account has been updated.",2020-03-26 13:44:47.000000 UTC,chat,False,False
160,Thank you for writing to Chatbooks! We strive to respond to all support requests within 24 hrs. Our support hours are Monday through Friday from​ 5am through 9pm PST.  Happy Chatbooking!,2021-12-16 05:07:25.114000 UTC,ticket,True,False
697,"Hi Richard,

I know I keep reaching out but there's a reason. These are actual quotes from other Chief Executive Officers we did demos with recently:

""I love you"" - Sarah A
""That's F&$*ing sweet!"" - Mike S

Here are the openings we have left this week for a brief, 10-minute Divvy Demo. (All times are Pacific)

Wednesday -- 2pm or 3pm.
Thursday -- 11am, 3pm or 4pm
Friday -- 9am, 1pm or 2pm

Which time works best? Send me a quick response or see my . Much appreciated.

Thanks,

Quinn Hanamaikai, JD, MAcc
Cell: 801.859.2118",2018-08-08 15:40:30.000000 UTC,chat,False,False
289,Help Alex understand how they’re doing:,2022-06-23 14:30:34.000000 UTC,chat,True,True
857,"Hi Concur Team!

Do you have any update about this request?

Thanks!",2019-04-10 13:22:50.000000 UTC,chat,False,False
401,I havent received one of my books yet,2021-12-15 21:05:27.291000 UTC,ticket,False,False
527,"Case #: 05019193



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 05019193 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2014-06-24 20:00:41.000000 UTC,chat,True,True
795,"Hey Justin, just jumping in for Kira while she is out of the office!
﻿
﻿Great to hear Justin! I will let my team know so they can start processing that request!",2021-04-13 23:02:33.000000 UTC,chat,False,False
820,"Case #: 04821107



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 04821107 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2014-04-06 10:26:37.000000 UTC,chat,True,True
100,Thank you for the update.  I will create my expense report on the 16 th .,2021-11-09 19:06:24.000000 UTC,chat,False,False
131,"Hi Davida,  I was just checking in to follow-up with you and make sure that you were able to receive my message. I know sometimes emails can get lost or sent straight to spam!  If you need more information in the future,  please do not hesitate to reach out, I'm only a click away!  Making certain you are well taken care of and having the best experience possible with Chatbooks is my #1 priority!  Happy Chatbooking,  Josie #loveChatbooks❤️",2022-02-08 16:50:48.660000 UTC,ticket,True,True
403,"Divvy is available to businesses with a US tax ID or use a US bank.

Would you like to talk to someone who can show you how this could work for your company?",2022-02-05 20:59:27.000000 UTC,chat,False,False
207,"Thanks for your email.

By travelers name do you mean name of the person who stayed in the hotel? This is never present on a hotel booking receipt.

Laura",2018-08-15 16:42:35.000000 UTC,chat,False,False
360,"Brittany,  Thank you for the image. I'm so sorry that this happened! I have your Chatbook SEPT 2021 reprinting now. You will be getting a notification email as soon as this ships out. If you need anything else, please don't hesitate to let me know. Thank you so much for allowing us to make this right, Brittany!&nbsp;  -Christina",2022-01-12 09:53:47.432000 UTC,ticket,False,False
883,"I received the help I need and it has been resolved.

Thank you,

Sharon",2018-09-04 20:23:55.000000 UTC,chat,False,False
781,"Hi there!


Thanks for reaching out! I am so sorry you have not received your package. We have noticed that sometimes it will be delivered to a neighbors house, or left at the local post office. Would you mind checking both of those places? If it is not there, I will look into sending you that replacement:) Thanks!",2021-09-15 19:24:23.244000 UTC,chat,False,False
550,"You returned my report stating the date was not correct. My records indicate it is correct based on my movements (there is no date on the invoice… don’t you just love the south GA sticks.)



What else would you like?



Thanks,



Erik



B MW Group

Erik Luchsinger

Technical Support Engineer

1280 Hightower Trail

Atlanta, GA 30350

Fax: 201 326 7404

Mail:",2016-04-12 11:00:33.000000 UTC,chat,False,False
750,It continues to be blank...,2022-03-18 08:49:22.685000 UTC,ticket,False,False
515,"Hello Concur Team,



The current extract 'AP/GL Extract V.2.3.1 should extract the expense reimbursements of US and CA only.

We require 4 different extracts other than the existing one which is for US and CA.

The 4 new extracts should be the individual files for Spain, Philippines, UK and India. Also, these files should be with setup of scheduling it to one email.



Please setup a meeting if you want more information but please prioritize. This request should be completed before EOD.



Please let me know if further assistance required. Thank You!



Regards,

Meenatchi Sekar

Travel & Expense Analyst.",2019-03-27 14:00:44.000000 UTC,chat,False,False
246,"Hi Ladies ,

We just made a test booking listed below. As you can see, the Booker email came across in the Y¥BKEN-NANCY.DIEDERICH.AT.BCDTRAVEL.COM. 







*Y¥

REMARKS

27.Y¥TOEN-JOYCE.HYMES.AT.PARKER.COM

28.Y¥TOEN-WY.TRYCE.AT.BCDTRAVEL.COM

32.Y¥TOEN-JOYCE.HYMES.AT.PARKER.COM

33.Y¥TOEN-JOYCE.HYMES.AT.PARKER.COM

36.Y¥BKEN-NANCY.DIEDERICH.AT.BCDTRAVEL.COM



Thanks for your patience with this request.

Vy





Vyvyon Matthews

Manager of Operations |BCD Travel

| |

Know before you go: For up-to-date travel information, visit the COVID-19 Information Hub on tripsource.com",2021-11-02 14:54:36.000000 UTC,chat,True,True
424,"Case #: 09907377



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://na26.salesforce.com/5003200001D7ant



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2017-06-06 15:54:18.000000 UTC,chat,True,True
241,"Hello,

The receipt for the hotel stay is attached to the expense entry.

Could you kindly let me know why this is being sent back? There are two hotel stays, and I have attached the receipts for both.

Thank you,
Nataly",2020-01-03 12:31:24.000000 UTC,chat,False,False
467,I'm at dinner but will work on it tomorrow.  Thank you so much.  I will reach out after I'm done?,2022-05-21 20:03:04.013000 UTC,ticket,False,False
101,Help Chris understand how they’re doing:,2021-10-15 13:31:00.000000 UTC,chat,True,True
853,"Hi Dimitry,

Congrats! You are now one step closer to both $100 and experiencing Divvy. We believe once you pay with Divvy, you’ll never want your team to spend another way again.

To Get the $100:

Schedule a demo on my calendar for 30 minutes 
Discuss how OneDataSource is currently handling company expenses/spending.

Learn more about Divvy!

Download Divvy and spend $100



Please reach out if you have any questions.

All my best,

BEGIN signature 

Brogan Ashjian 
Business Development 
702.576.5287 




END signature",2018-08-08 15:34:24.000000 UTC,chat,False,False
962,"Okay, I just updated that for you.",2022-04-22 20:18:36.682000 UTC,ticket,False,False
543,"Online Order Request ;
Order ID: 39599;
Order Type: New Client;
Ordered By: Peggie Marie Lewis (peggie.lewis@travelctm.com);
For Company: South Texas College of Law (309900);
Travel Config: 169414

Company Headquarters ;
Address: 1303 San Jacinto St.;
City: Houston;
State/Region: Texas;
Zip/Postal Code: 77002;
Country Code: US;

Company Information ;
Number of Employees: 200;
Company Phone: 713-646-1898;
Total Annual Air Transactions: 130;
Estimated Launch Date: 2021-03-18;

Feature Options ;
No Cost/No PM assigned/Launch in 60 Days Setup: Yes;
Single Sign-on: No;
Enable Security Keys for an existing SSO connection: Yes;
Employee HR Data Feed: No;
Concur Travel/Expense Integration: No;
3rd Party Meeting Integration: No;
3rd Party Meeting Vendor: None;
TripLink: No;
Travel Profile API: No;
Total Annual Meeting Transactions: 0;
Estimated Meeting Launch Date: 0001-01-01;

Additional Comments: Enable Web Service for Travel Integration & Web Service for User Synchronization;",2021-01-21 15:19:40.000000 UTC,chat,True,True
599,"Jutisha, you are not allowed anymore funds. I made this clear and you continue to take them.",2018-10-12 00:55:26.000000 UTC,chat,False,False
224,I am seeing the decline coming through now. Let me try one more thing to see if I can get that transaction to go through.,2022-02-08 23:25:11.000000 UTC,chat,False,False
380,"Hi All,



Expense - Professional customer name MODERN HC PHARMACY INC. (1000075181), has been changed to “Kroger Specialty Pharmacy Holdings 2, Inc.”.



Name change update will reflect on the next billing cycle.



Please see attached.





Thanks,



Loty Pascua

Order-to-Invoice Software & Maintenance, Global Finance Shared Services

For further information on all Software, Maintenance & Cloud matters, please follow the link :",2021-06-10 01:58:06.000000 UTC,chat,False,False
